article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",older daughter,pos,3-17
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",old teachers,pos,41-53
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",young children,pos,233-247
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",not even 2 years old teachers,pos,24-53
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",Her teachers,pos,69-81
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",the children,pos,96-108
NYT_0015,NYT,victim,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",two young children,pos,229-247
NYT_0015,NYT,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school students.",texted,dep,73-79
NYT_0015,NYT,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school students.",imagined husband,dep,160-179
NYT_0015,NYT,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school students.",teacher,dep,45-52
NYT_0015,NYT,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school students.",then a teacher,pos,38-52
NYT_0015,NYT,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school students.",a public school students,pos,285-309
NYT_0016,NYT,victim,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",killing children,dep,139-158
NYT_0016,NYT,victim,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",wounding children,dep,181-212
NYT_0016,NYT,victim,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",several other children,pos,190-212
NYT_0016,NYT,victim,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",19 children,pos,147-158
NYT_0016,NYT,victim,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",two teachers,pos,163-175
NYT_0016,NYT,victim,"While the community grapples with the aftermath, which took place as students and teachers were preparing to start summer break this week, local leaders and organizations have mobilized.",took place,dep,55-65
NYT_0016,NYT,victim,"While the community grapples with the aftermath, which took place as students and teachers were preparing to start summer break this week, local leaders and organizations have mobilized.",were preparing,dep,91-105
NYT_0016,NYT,victim,"While the community grapples with the aftermath, which took place as students and teachers were preparing to start summer break this week, local leaders and organizations have mobilized.",to start summer break,dep,106-127
NYT_0016,NYT,victim,"Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary, said in social media posts that Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary would not charge families of victims for families of victims funeral services.",would not charge families,dep,217-242
NYT_0016,NYT,victim,"Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary, said in social media posts that Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary would not charge families of victims for families of victims funeral services.",victims funeral services,pos,270-294
NYT_0016,NYT,victim,"Among verified fund-raisers for people affected by the Robb Elementary School shooting is VictimsFirst, a network of families of the deceased and survivors of previous mass shootings.",affected,dep,39-47
NYT_0016,NYT,victim,"Among verified fund-raisers for people affected by the Robb Elementary School shooting is VictimsFirst, a network of families of the deceased and survivors of previous mass shootings.",the Robb Elementary School shooting,pos,51-86
NYT_0016,NYT,victim,"Among verified fund-raisers for people affected by the Robb Elementary School shooting is VictimsFirst, a network of families of the deceased and survivors of previous mass shootings.",the deceased and survivors,pos,129-155
NYT_0016,NYT,victim,"Among verified fund-raisers for people affected by the Robb Elementary School shooting is VictimsFirst, a network of families of the deceased and survivors of previous mass shootings.",previous mass shootings,pos,159-182
NYT_0016,NYT,victim,The Uvalde Consolidated Independent School District set up a donation fund at the First State Bank of Uvalde for the families of the victims.,the victims,pos,129-140
NYT_0017,NYT,victim,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",dead students,pos,33-46
NYT_0017,NYT,victim,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",one,dep,84-87
NYT_0017,NYT,victim,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",the 19 dead students,pos,26-46
NYT_0017,NYT,victim,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",two teachers,pos,51-63
NYT_0017,NYT,victim,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",the deadliest school shootings,pos,91-121
NYT_0017,NYT,victim,"A few hours after the shooting, Texas Republicans suggested arming teachers at schools.",suggested,dep,50-59
NYT_0017,NYT,victim,"A few hours after the shooting, Texas Republicans suggested arming teachers at schools.",arming teachers,dep,60-75
NYT_0017,NYT,victim,"Just drop a big wheel of cheese from the sky!''

Not to make light of teachers, but mine used to fuss in the hallways about dragging the multimedia cart from room to room.",Not to make light,dep,49-66
